nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
SFOS - DOLLYN Sepatu Wanita SlipOn Sneaker Import Shoes Flyknit Soft Canvas AQY17 (1KG MUAT 2PASANG),2305281555,87878722,665,8324,9100,82771,100532,4857,27,"[4857, 5, 5, 53, 472, 4322]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/c1872d80741df1d7469a4c4377957943_tn,Shopee Star Seller,Kota Jakarta Barat,109999,https://shopee.co.id/sfos-dollyn-sepatu-wanita-slipon-sneaker-import-shoes-flyknit-soft-canvas-aqy17-1kg-muat-2pasang-i.87878722.2305281555,915631676,73149335,4.9,4322,5,0.5834935127,0.001029442042,shopee,2021-10-22 0:00:00
CUCI GUDANG !!! PROMO SEPATU VANS OLDSKOOL SEPATU PRIA SEPATU WANITA SEPATU SEKOLAH SEPATU CLASIK,12122635076,90822459,12405,12421,278,26144,100532,60,0,"[60, 2, 0, 3, 9, 46]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/2abf5352055a6599bba6019994c164ac_tn,Shopee Star Seller,Kota Bandung,45000,https://shopee.co.id/cuci-gudang-promo-sepatu-vans-oldskool-sepatu-pria-sepatu-wanita-sepatu-sekolah-sepatu-clasik-i.90822459.12122635076,558945000,558225000,4.6,46,2,0.004830528943,0.03333333333,shopee,2021-10-22 0:00:00
COD SEPATU VANS OLDSKOOL HITAM SEPATU PRIA SEPATU WANITA SEPATU SEKOLAH SEPATU KASUAL TERLARIS,10156183979,90822459,12304,12307,25,2437,100532,7,8,"[7, 0, 0, 0, 0, 7]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/cf5d646ef26bf05801dfb17acd0c6d82_tn,Shopee Star Seller,Kota Bandung,41400,https://shopee.co.id/cod-sepatu-vans-oldskool-hitam-sepatu-pria-sepatu-wanita-sepatu-sekolah-sepatu-kasual-terlaris-i.90822459.10156183979,509509800,509385600,5,7,0,0.000568781994,0,shopee,2021-10-22 0:00:00
Sepatu Sneakers Canvas Wanita Korea Why Bear Import Korean Style Terbaru,11757103696,90822459,10028,10032,115,8661,100532,14,0,"[14, 0, 1, 1, 1, 11]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/b28885529fc9713cefd68baeb3ea651f_tn,Shopee Star Seller,Kota Bandung,46000,https://shopee.co.id/sepatu-sneakers-canvas-wanita-korea-why-bear-import-korean-style-terbaru-i.90822459.11757103696,461472000,461288000,4.6,11,0,0.00139553429,0,shopee,2021-10-22 0:00:00
SEPATU VANS SLIP ON OG BLACK WHITE | SEPATU PREMIUM - sobwog,11958810412,90822459,10019,10020,7,580,100532,2,0,"[2, 0, 0, 0, 0, 2]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/508c5e13e79aeb1b19fe629e7e51587b_tn,Shopee Star Seller,Kota Bandung,44000,https://shopee.co.id/sepatu-vans-slip-on-og-black-white-sepatu-premium-sobwog-i.90822459.11958810412,440880000,440836000,5,2,0,0.0001996007984,0,shopee,2021-10-22 0:00:00
Sepatu Kanvas Wanita Canvas Perempuan Sneakers Kasual Impor Korea Style Bernapas cewek,13027191393,90822459,9999,9999,0,355,100532,1,8,"[1, 0, 0, 0, 0, 1]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/8f0c31a4e36bbefd4b962483f4eee433_tn,Shopee Star Seller,Kota Bandung,40480,https://shopee.co.id/sepatu-kanvas-wanita-canvas-perempuan-sneakers-kasual-impor-korea-style-bernapas-cewek-i.90822459.13027191393,404759520,404759520,5,1,0,0.000100010001,0,shopee,2021-10-22 0:00:00
Pantofel sepatu wanita PL5,2913278955,92148541,70,291,192,2978,100532,166,0,"[166, 0, 1, 3, 24, 138]",True,False,False,True,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/0d7d8a6305f369cd47957b21ef1bb1c6_tn,Shopee Star Seller,Kab. Jombang,28000,https://shopee.co.id/pantofel-sepatu-wanita-pl5-i.92148541.2913278955,8148000,1960000,4.8,138,0,0.5704467354,0,shopee,2021-10-22 0:00:00
SEPATU PANTOFEL HITAM HAK 3CM PASKIBRA 36-40,2320270770,92148541,2782,13423,6304,66062,100532,6440,0,"[6440, 8, 12, 131, 756, 5533]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/9eba1b06bbd8f44482b7e34dc297cfa5_tn,Shopee Star Seller,Kab. Jombang,24900,https://shopee.co.id/sepatu-pantofel-hitam-hak-3cm-paskibra-36-40-i.92148541.2320270770,334232700,69271800,4.8,5533,8,0.4797735231,0.001242236025,shopee,2021-10-22 0:00:00
Sepatu Pantofel Wanita 3cm Hak Tahu Hitam Polos Formal Guru Sekolah Kantor Kerja,7277924517,92148541,676,1974,1121,25036,100532,1010,0,"[1010, 2, 2, 19, 107, 880]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/7cf8bc3ccbed21dbdcb63ff0c2654acd_tn,Shopee Star Seller,Kab. Jombang,28000,https://shopee.co.id/sepatu-pantofel-wanita-3cm-hak-tahu-hitam-polos-formal-guru-sekolah-kantor-kerja-i.92148541.7277924517,55272000,18928000,4.8,880,2,0.5116514691,0.00198019802,shopee,2021-10-22 0:00:00
Wedges Wanita Casual SPT02,7812213563,126692347,1784,27419,14143,103765,100532,12944,7,"[12944, 43, 48, 364, 1761, 10728]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/d093b715c7fe3803819691b10b5372c9_tn,Shopee Star Seller,Kab. Bogor,42000,https://shopee.co.id/wedges-wanita-casual-spt02-i.126692347.7812213563,1151598000,74928000,4.8,10728,43,0.4720814034,0.003322002472,shopee,2021-10-22 0:00:00
Wedges Wanita  Casual HD17,2900014802,126692347,1122,26377,15381,62048,100532,13690,6,"[13690, 36, 47, 367, 2044, 11196]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/88138739d21b6212b000ceb94afd5522_tn,Shopee Star Seller,Kab. Bogor,47000,https://shopee.co.id/wedges-wanita-casual-hd17-i.126692347.2900014802,1239719000,52734000,4.8,11196,36,0.5190127763,0.002629656684,shopee,2021-10-22 0:00:00
Sandal Wanita Casual L06,3812308776,126692347,692,15176,11725,53452,100532,8421,0,"[8422, 12, 31, 191, 1289, 6899]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/a0b267a205bca502eca3bc29d99ab324_tn,Shopee Star Seller,Kab. Bogor,45000,https://shopee.co.id/sandal-wanita-casual-l06-i.126692347.3812308776,682920000,31140000,4.8,6899,12,0.5548892989,0.001425008906,shopee,2021-10-22 0:00:00
Slip Sandal Wanita Slop / Selop Cewek Casual JPL07,6640644890,126692347,683,6051,3255,36013,100532,3281,22,"[3281, 1, 6, 61, 400, 2813]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/e17d305ce72edafa4342bf98c0cfbb07_tn,Shopee Star Seller,Kab. Bogor,47000,https://shopee.co.id/slip-sandal-wanita-slop-selop-cewek-casual-jpl07-i.126692347.6640644890,284397000,32101000,4.8,2813,1,0.5422244257,0.0003047851265,shopee,2021-10-22 0:00:00
SOVELLA Lizza Sepatu Sneakers Boots Wanita Import Hitam Violet,5047469885,163019190,439,4577,37976,108684,100532,2831,30,"[2831, 4, 3, 24, 226, 2574]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/5442ab063e6b07a48d4cbff93ff2f6fc_tn,Shopee Star Seller,Kota Jakarta Barat,175000,https://shopee.co.id/sovella-lizza-sepatu-sneakers-boots-wanita-import-hitam-violet-i.163019190.5047469885,800975000,76825000,4.9,2574,4,0.6185274197,0.001412928294,shopee,2021-10-22 0:00:00
SOVELLA Maulvi Sepatu Sneakers Olahraga Sport Simpel Putih Hijau Wanita Import,4559339716,163019190,1508,4547,13336,198361,100532,2749,44,"[2749, 2, 2, 42, 286, 2417]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/d3eed5567bb45eebc1033389bae3881c_tn,Shopee Star Seller,Kota Jakarta Barat,109900,https://shopee.co.id/sovella-maulvi-sepatu-sneakers-olahraga-sport-simpel-putih-hijau-wanita-import-i.163019190.4559339716,499715300,165729200,4.9,2417,2,0.6045744447,0.0007275372863,shopee,2021-10-22 0:00:00
SOVELLA Cleo Sepatu Flat Shoes Putih Slip On Wanita Import,2595828777,163019190,164,598,3541,13516,100532,369,13,"[369, 2, 3, 9, 31, 324]",True,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/9d73972cdfe18b1bc9fdaffc196c367f_tn,Shopee Star Seller,Kota Jakarta Barat,129000,https://shopee.co.id/sovella-cleo-sepatu-flat-shoes-putih-slip-on-wanita-import-i.163019190.2595828777,77142000,21156000,4.8,324,2,0.6170568562,0.005420054201,shopee,2021-10-22 0:00:00
Globalmarket.id Sepatu Sneakers Fashion Wanita Korea Import [TANPA DUS] - SHG024,5632515665,172357286,1961,14160,34091,210165,100532,8932,84,"[8932, 41, 23, 182, 942, 7744]",True,False,False,True,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/c56446d34c6af0860f41ac02bc926f4d_tn,Shopee Star Seller,Kab. Tangerang,109900,https://shopee.co.id/globalmarket-id-sepatu-sneakers-fashion-wanita-korea-import-tanpa-dus-shg024-i.172357286.5632515665,1556184000,215513900,4.8,7744,41,0.6307909605,0.004590237349,shopee,2021-10-22 0:00:00
[Checkout Rp1000] Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2007,5628445838,172357286,3361,15120,4514,116168,100532,7173,90,"[7173, 23, 9, 97, 524, 6520]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/9afb93318038e582a43f74efe3b85588_tn,Shopee Star Seller,Kab. Tangerang,999,https://shopee.co.id/checkout-rp1000-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2007-i.172357286.5628445838,15104880,3357639,4.9,6520,23,0.4744047619,0.003206468702,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2004,6928198858,172357286,3958,16991,1442,15170,100532,2982,74,"[2982, 9, 6, 48, 256, 2663]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/8cb745df5ae2e41577b8058277321fc1_tn,Shopee Star Seller,Kab. Tangerang,2599,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2004-i.172357286.6928198858,44159609,10286842,4.9,2663,9,0.1755046789,0.003018108652,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2013,6579301200,172357286,1076,7260,437,5418,100532,1810,72,"[1810, 4, 2, 16, 136, 1652]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/fc4cf8d08a4d5754fe2197090b5aad10_tn,Shopee Star Seller,Kab. Tangerang,2800,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2013-i.172357286.6579301200,20328000,3012800,4.9,1652,4,0.2493112948,0.002209944751,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2001,3828269866,172357286,1169,12978,822,5194,100532,2248,73,"[2248, 6, 6, 27, 231, 1978]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/0ecfc1fa5175d0cd5160bcb714d7a0c0_tn,Shopee Star Seller,Kab. Tangerang,2680,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2001-i.172357286.3828269866,34781040,3132920,4.9,1978,6,0.1732162121,0.002669039146,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2005,4628207463,172357286,889,8536,789,3390,100532,2912,75,"[2912, 6, 5, 33, 246, 2622]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/b3d50d335452d6d2375a1606495eac06_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2005-i.172357286.4628207463,21340000,2222500,4.9,2622,6,0.3411433927,0.00206043956,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2006,5928443431,172357286,808,6574,546,2765,100532,1591,75,"[1591, 4, 4, 13, 157, 1413]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/86eb22fa9271a842f397dde73b6360f1_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2006-i.172357286.5928443431,16435000,2020000,4.9,1413,4,0.2420139945,0.002514142049,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2003,6528193239,172357286,777,5711,342,4502,100532,1483,74,"[1483, 5, 1, 10, 139, 1328]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/3c1ccef88d202e4f05e63c91b11e625f_tn,Shopee Star Seller,Kab. Tangerang,2599,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2003-i.172357286.6528193239,14842889,2019423,4.9,1328,5,0.2596743127,0.003371544167,shopee,2021-10-22 0:00:00
Globalmarket.id Kauskaki Kaoskaki Fashion Wanita Dewasa Korea Import Berkualitas - SHG2002,7828186626,172357286,669,6565,613,3983,100532,1498,75,"[1498, 3, 5, 28, 167, 1295]",True,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/346c27baa8253014df30132848688d81_tn,Shopee Star Seller,Kab. Tangerang,2500,https://shopee.co.id/globalmarket-id-kauskaki-kaoskaki-fashion-wanita-dewasa-korea-import-berkualitas-shg2002-i.172357286.7828186626,16412500,1672500,4.8,1295,3,0.2281797411,0.002002670227,shopee,2021-10-22 0:00:00
Sepatu Sneakers Wanita Import Original Converse 70S Biru Pendek Made In Vietnam,12214631687,225354303,1302,1302,3,177,100532,4,51,"[4, 0, 0, 0, 0, 4]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/d8c9c112503f1c38f16e446b7b40815d_tn,Shopee Star Seller,Kota Jakarta Timur,23200,https://shopee.co.id/sepatu-sneakers-wanita-import-original-converse-70s-biru-pendek-made-in-vietnam-i.225354303.12214631687,30206400,30206400,5,4,0,0.003072196621,0,shopee,2021-10-22 0:00:00
Sepatu Sneakers Wanita Import Original Converse 70S Hitam Putih Pendek Made In Vietnam,11451625907,225354303,1301,1301,3,131,100532,2,51,"[2, 0, 0, 0, 0, 2]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/d5db5dc7d9918205445a6bee58d533fa_tn,Shopee Star Seller,Kota Jakarta Timur,23200,https://shopee.co.id/sepatu-sneakers-wanita-import-original-converse-70s-hitam-putih-pendek-made-in-vietnam-i.225354303.11451625907,30183200,30183200,5,2,0,0.001537279016,0,shopee,2021-10-22 0:00:00
Sepatu Sneakers Wanita Import Original Converse 70S Hitam Putih Tinggi Made In Vietnam,10051647474,225354303,1301,1301,1,120,100532,3,49,"[3, 0, 0, 0, 0, 3]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/c3f5fe21d34a86ee0d59b176ffed4f8a_tn,Shopee Star Seller,Kota Jakarta Timur,24600,https://shopee.co.id/sepatu-sneakers-wanita-import-original-converse-70s-hitam-putih-tinggi-made-in-vietnam-i.225354303.10051647474,32004600,32004600,5,3,0,0.002305918524,0,shopee,2021-10-22 0:00:00
Sepatu Boots Wanita Martin Model British untuk  hitam+heel 4cm,8250244081,255843086,348,1453,18372,85819,100532,768,43,"[768, 9, 7, 22, 81, 649]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/2db8519bbe49e0384033d4f20a943f76_tn,Shopee Star Seller,Kab. Tangerang,169000,https://shopee.co.id/sepatu-boots-wanita-martin-model-british-untuk-hitam-heel-4cm-i.255843086.8250244081,245557000,58812000,4.8,649,9,0.5285615967,0.01171875,shopee,2021-10-22 0:00:00
Sepatu Boots Martin Model British dengan Resleting Samping untuk Wanita 36-40 PU material upper,4842368150,255843086,301,2689,35673,63838,100532,1532,33,"[1532, 5, 6, 23, 127, 1371]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/c4f2179a8582bca0b5fec133495cc0d0_tn,Shopee Star Seller,Kab. Tangerang,215000,https://shopee.co.id/sepatu-boots-martin-model-british-dengan-resleting-samping-untuk-wanita-36-40-pu-material-upper-i.255843086.4842368150,578135000,64715000,4.9,1371,5,0.5697285236,0.003263707572,shopee,2021-10-22 0:00:00
Sepatu flats Loafers slip on Bahan Kulit Gaya Harajuku Ulzzang Untuk Wanita 36-40,6689167011,255843086,237,524,3774,32276,100532,202,37,"[202, 1, 2, 5, 21, 173]",True,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/90e44be64f90bf73a57afcd3d74f60eb_tn,Shopee Star Seller,Kab. Tangerang,189000,https://shopee.co.id/sepatu-flats-loafers-slip-on-bahan-kulit-gaya-harajuku-ulzzang-untuk-wanita-36-40-i.255843086.6689167011,99036000,44793000,4.8,173,1,0.3854961832,0.00495049505,shopee,2021-10-22 0:00:00
Magdiel Chunky Heel / Sandal Hak Tahu 5CM,5890457189,256232958,1092,2984,4571,94608,100532,1354,71,"[1354, 4, 3, 37, 191, 1119]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/97b722d3bf1f15dc7321daac0eb6bdf5_tn,Shopee Star Seller,Kab. Bogor,49700,https://shopee.co.id/magdiel-chunky-heel-sandal-hak-tahu-5cm-i.256232958.5890457189,148304800,54272400,4.8,1119,4,0.4537533512,0.002954209749,shopee,2021-10-22 0:00:00
Magdiel - Heels tali wanita / Sandal Hak Tahu 5CM,10911384631,256232958,784,1601,3606,77108,100532,764,51,"[764, 1, 1, 21, 101, 640]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/4f9d718ed84b3927b4d2ad61a5c73a2c_tn,Shopee Star Seller,Kab. Bogor,47900,https://shopee.co.id/magdiel-heels-tali-wanita-sandal-hak-tahu-5cm-i.256232958.10911384631,76687900,37553600,4.8,640,1,0.4772017489,0.001308900524,shopee,2021-10-22 0:00:00
Magdiel - Heels Kaca Strip Jelly / Sandal Wanita Hak Kaca 5CM,8512720563,256232958,644,10222,9058,38698,100532,5333,53,"[5333, 23, 33, 173, 760, 4344]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/e53e569098f726788b2af3ed6445383f_tn,Shopee Star Seller,Kab. Bogor,57000,https://shopee.co.id/magdiel-heels-kaca-strip-jelly-sandal-wanita-hak-kaca-5cm-i.256232958.8512720563,582654000,36708000,4.8,4344,23,0.5217178634,0.004312769548,shopee,2021-10-22 0:00:00
Sara Sara DIANA Sandal flat tali wanita casual backstrap murah terbaru,3679319375,274515538,928,3133,4701,58359,100532,1713,0,"[1713, 0, 2, 13, 189, 1509]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/c8aeead598af3a05c1b5ab00b4f297de_tn,Shopee Star Seller,Kab. Bogor,53900,https://shopee.co.id/sara-sara-diana-sandal-flat-tali-wanita-casual-backstrap-murah-terbaru-i.274515538.3679319375,168868700,50019200,4.9,1509,0,0.5467602936,0,shopee,2021-10-22 0:00:00
Sara Sara BELLINA Sandal wedges tali casual sendal hak wanita 5 cm kekinian terbaru,4367239315,274515538,584,1923,5550,61545,100532,1076,0,"[1076, 3, 1, 10, 127, 935]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/b4919c2a9260c9a8ea685d02babe9a73_tn,Shopee Star Seller,Kab. Bogor,79900,https://shopee.co.id/sara-sara-bellina-sandal-wedges-tali-casual-sendal-hak-wanita-5-cm-kekinian-terbaru-i.274515538.4367239315,153647700,46661600,4.8,935,3,0.5595423817,0.002788104089,shopee,2021-10-22 0:00:00
Sara Sara JINNY Sandal wanita casual sandal slop puyuh kekinian model birken ban dua,7084297722,274515538,5931,29941,37931,310918,100532,16076,0,"[16076, 11, 10, 135, 1222, 14698]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/780f114a0d02f8d4a54a413b50a22b1f_tn,Shopee Star Seller,Kab. Bogor,63900,https://shopee.co.id/sara-sara-jinny-sandal-wanita-casual-sandal-slop-puyuh-kekinian-model-birken-ban-dua-i.274515538.7084297722,1913229900,378990900,4.9,14698,11,0.5369226145,0.0006842498134,shopee,2021-10-22 0:00:00
INDOMINI Kaos Kaki Wanita Polos Pendek Pria Aksesoris Sepatu Anak Perempuan Kaoskaki Murah Semata,7955794927,303714684,22732,175355,4991,54297,100532,13110,77,"[13110, 30, 26, 307, 1431, 11316]",True,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/4f61b7accfbcd01cb89666b8771fc654_tn,Shopee Star Seller,Kab. Tangerang,2350,https://shopee.co.id/indomini-kaos-kaki-wanita-polos-pendek-pria-aksesoris-sepatu-anak-perempuan-kaoskaki-murah-semata-i.303714684.7955794927,412084250,53420200,4.8,11316,30,0.07476262439,0.002288329519,shopee,2021-10-22 0:00:00
INDOMINI R108 KAOS KAKI POLOS KAOSKAKI BAHAN SPANDEK PLUS POLYESTER SOCKS ANKLE MURAH BATAM IMPORT,3162719714,303714684,1104,13763,660,2804,100532,2433,74,"[2433, 4, 4, 38, 218, 2169]",True,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/5b10ee74b5ad60a68658833e58c2ec20_tn,Shopee Star Seller,Kab. Tangerang,2950,https://shopee.co.id/indomini-r108-kaos-kaki-polos-kaoskaki-bahan-spandek-plus-polyester-socks-ankle-murah-batam-import-i.303714684.3162719714,40600850,3256800,4.9,2169,4,0.1767783187,0.00164406083,shopee,2021-10-22 0:00:00
INDOMINI R139 Kaos Kaki Pendek Wanita Buah Cute Kaoskaki Socks ankle Fruit Fashion Korea Impor Murah,5757676666,303714684,810,13960,1420,4251,100532,2077,79,"[2077, 4, 4, 71, 234, 1764]",True,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/d9e68003abe3d145b5bbb79b9c4adfa8_tn,Shopee Star Seller,Kab. Tangerang,2850,https://shopee.co.id/indomini-r139-kaos-kaki-pendek-wanita-buah-cute-kaoskaki-socks-ankle-fruit-fashion-korea-impor-murah-i.303714684.5757676666,39786000,2308500,4.8,1764,4,0.148782235,0.001925854598,shopee,2021-10-22 0:00:00
COD 10.10 SALE SANDAL JELLY WANITA IMPORT WILLONA BALANCE TERBARU GESPER SENDAL KARET N202,9779851118,314620644,6766,14968,22885,495897,100532,6035,76,"[6035, 8, 8, 79, 533, 5407]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/f573397dbc740ffbb1926e5f7cf859bc_tn,Shopee Star Seller,Kab. Bogor,23500,https://shopee.co.id/cod-10-10-sale-sandal-jelly-wanita-import-willona-balance-terbaru-gesper-sendal-karet-n202-i.314620644.9779851118,351748000,159001000,4.9,5407,8,0.4031934794,0.001325600663,shopee,2021-10-22 0:00:00
COD 10.10  SALE LXX - SANDAL TALI JELLY IMPORT 1962,8946999833,314620644,4099,10044,34382,715592,100532,4329,75,"[4329, 19, 22, 138, 610, 3540]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/1e4d56fd643557057a81f94889b8edcd_tn,Shopee Star Seller,Kab. Bogor,37500,https://shopee.co.id/cod-10-10-sale-lxx-sandal-tali-jelly-import-1962-i.314620644.8946999833,376650000,153712500,4.8,3540,19,0.4310035842,0.004389004389,shopee,2021-10-22 0:00:00
COD 10.10 SALE New Sandal Jelly Selop Willona Import Kode 202,9940594938,314620644,2986,9983,10246,181023,100532,3747,79,"[3747, 8, 5, 38, 283, 3413]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/ec0ee81d5509196bd63cab78568b1605_tn,Shopee Star Seller,Kab. Bogor,23500,https://shopee.co.id/cod-10-10-sale-new-sandal-jelly-selop-willona-import-kode-202-i.314620644.9940594938,234600500,70171000,4.9,3413,8,0.3753380747,0.002135041366,shopee,2021-10-22 0:00:00
